;NOMBRE_INSTITUCIÓN;CARÁCTER_ACADÉMICO;SECTOR;CÓDIGO_SNIES_DEL_PROGRAMA;CÓDIGO_ANTERIOR_ICFES;NOMBRE_DEL_PROGRAMA;ESTADO_PROGRAMA;RECONOCIMIENTO_DEL_MINISTERIO;CINE_F_2013_AC_CAMPO_AMPLIO;CINE_F_2013_AC_CAMPO_ESPECÍFIC;CINE_F_2013_AC_CAMPO_DETALLADO;ÁREA_DE_CONOCIMIENTO;NÚCLEO_BÁSICO_DEL_CONOCIMIENTO;NIVEL_ACADÉMICO;NIVEL_DE_FORMACIÓN;MODALIDAD;NÚMERO_CRÉDITOS;NÚMERO_PERIODOS_DE_DURACIÓN;DEPARTAMENTO_OFERTA_PROGRAMA;MUNICIPIO_OFERTA_PROGRAMA;SNIES;H2000-1;M2000-1;H2000-2;M2000-2;H2001-1;M2001-1;H2001-2;M2001-2;H2002-1;M2002-1;H2002-2;M2002-2;H2003-1;M2003-1;H2003-2;M2003-2;H2004-1;M2004-1;H2004-2;M2004-2;H2005-1;M2005-1;H2005-2;M2005-2;H2006-1;M2006-1;H2006-2;M2006-2;H2007-1;M2007-1;H2007-2;M2007-2;H2008-1;M2008-1;H2008-2;M2008-2;H2009-1;M2009-1;H2009-2;M2009-2;H2010-1;M2010-1;H2010-2;M2010-2;H2011-1;M2011-1;H2011-2;M2011-2;H2012-1;M2012-1;H2012-2;M2012-2;H2013-1;M2013-1;H2013-2;M2013-2;M2014-1;M2014-2;H2014-1;H2014-2;M2015-1;M2015-2;H2015-1;H2015-2;H2016-1;H2016-2;M2016-1;M2016-2;H2017-1;H2017-2;M2017-1;M2017-2;H2018-1;H2018-2;M2018-1;M2018-2;H2019-1;H2019-2;M2019-1;M2019-2;H2020-1;H2020-2;M2020-1;M2020-2;H2021-1;H2021-2;M2021-1;M2021-2;M2022-1;M2022-2;H2022-1;H2022-2;NOMBRE_DEL_PROGRAMA_DEPURADO
2487;FUNDACION UNIVERSITARIA ANTONIO DE AREVALO - UNITECNAR;Institución Universitaria/Escuela Tecnológica;Privado;109826;109826;INGENIERIA ELECTRONICA;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Sin clasificar;Sin clasificar;Pregrado;Universitario;Presencial;170;10;Bolívar;Cartagena de Indias;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA ELECTRONICA
2488;FUNDACION UNIVERSITARIA ANTONIO DE AREVALO - UNITECNAR;Institución Universitaria/Escuela Tecnológica;Privado;109827;109827;INGENIERIA INDUSTRIAL;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y procesos químicos;Sin clasificar;Sin clasificar;Pregrado;Universitario;Presencial;170;10;Bolívar;Cartagena de Indias;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA INDUSTRIAL
2490;FUNDACION UNIVERSITARIA PARA EL DESARROLLO HUMANO - UNINPAHU;Institución Universitaria/Escuela Tecnológica;Privado;104633;104633;INGENIERIA DE SOFTWARE;Activo;Registro calificado;Tecnologías de la Información y la Comunicación (TIC);Tecnologías de la Información y la Comunicación (TIC);Desarrollo y análisis de software y aplicaciones;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitario;Presencial;162;9;Bogotá D.C.;Bogotá, D.C.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA SOFTWARE
2491;FUNDACION DE ESTUDIOS SUPERIORES COMFANORTE -F.E.S.C.-;Institución Tecnológica;Privado;107861;107861;INGENIERIA DE SOFTWARE;Activo;Registro calificado;Tecnologías de la Información y la Comunicación (TIC);Tecnologías de la Información y la Comunicación (TIC);Desarrollo y análisis de software y aplicaciones;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitario;Presencial;166;10;Norte de Santander;San José de Cúcuta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA SOFTWARE
2492;CORPORACION DE ESTUDIOS TECNOLOGICOS DEL NORTE DEL VALLE;Institución Tecnológica;Privado;103847;103847;INGENIERIA DE SISTEMAS;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitario;Presencial;174;10;Valle del Cauca;Cartago;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA SISTEMAS
2493;CORPORACION UNIVERSITARIA CENTRO SUPERIOR - UNICUCES;Institución Universitaria/Escuela Tecnológica;Privado;53735;53735;INGENIERIA DE SISTEMAS;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitario;Presencial;170;10;Valle del Cauca;Cali;53735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;3;20;4;0;0;0;0;15;1;8;0;2;1;0;0;12;4;11;2;5;1;12;17;2;1;6;17;15;13;2;1;7;5;2;0;8;16;4;1;1;7;1;0;18;0;0;0;0;0;0;0;2;2;13;4;INGENIERIA SISTEMAS
2494;CORPORACION UNIVERSITARIA CENTRO SUPERIOR - UNICUCES;Institución Universitaria/Escuela Tecnológica;Privado;90614;90614;INGENIERIA INDUSTRIAL;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería industrial y afines;Pregrado;Universitario;Presencial;199;10;Valle del Cauca;Cali;90614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;7;2;3;3;9;2;9;6;5;3;30;4;9;16;30;33;17;17;46;35;52;47;15;16;31;39;13;17;45;28;9;11;28;7;11;5;25;21;15;10;11;17;5;12;8;8;14;17;INGENIERIA INDUSTRIAL
2495;INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS;Institución Universitaria/Escuela Tecnológica;Privado;107594;107594;INGENIERIA DE SISTEMAS;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitario;Presencial;150;9;Antioquia;Bello;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA SISTEMAS
2496;CORPORACION UNIVERSITARIA AUTONOMA DE NARIÑO -AUNAR-;Institución Universitaria/Escuela Tecnológica;Privado;52536;52536;INGENIERIA ELECTRONICA;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería electrónica, telecomunicaciones y afines;Pregrado;Universitario;Presencial;174;10;Nariño;Pasto;52536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;12;1;0;0;24;2;38;3;40;5;0;0;1;2;26;18;1;0;15;18;11;11;0;3;12;9;3;0;10;15;1;1;16;13;1;1;7;4;0;0;1;0;0;0;0;0;0;0;INGENIERIA ELECTRONICA
2497;CORPORACION UNIVERSITARIA AUTONOMA DE NARIÑO -AUNAR-;Institución Universitaria/Escuela Tecnológica;Privado;102883;102883;INGENIERIA INFORMATICA;Activo;Registro calificado;Tecnologías de la Información y la Comunicación (TIC);Tecnologías de la Información y la Comunicación (TIC);Uso de computadores;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitario;A distancia;162;9;Nariño;Pasto;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA INFORMATICA
2498;CORPORACION UNIVERSITARIA AUTONOMA DE NARIÑO -AUNAR-;Institución Universitaria/Escuela Tecnológica;Privado;102314;102314;INGENIERIA INFORMATICA;Activo;Registro calificado;Tecnologías de la Información y la Comunicación (TIC);Tecnologías de la Información y la Comunicación (TIC);Uso de computadores;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitario;Presencial;162;10;Valle del Cauca;Cali;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA INFORMATICA
2499;CORPORACION UNIVERSITARIA AUTONOMA DE NARIÑO -AUNAR-;Institución Universitaria/Escuela Tecnológica;Privado;52639;52639;INGENIERIA MECANICA;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Mecánica y profesiones afines a la metalistería;Ingeniería, arquitectura, urbanismo y afines;Ingeniería mecánica y afines;Pregrado;Universitario;Presencial;154;10;Nariño;Pasto;52639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;25;1;4;0;49;1;84;1;103;9;0;0;4;1;64;47;2;2;50;54;62;40;5;5;54;33;0;2;45;37;1;0;59;48;0;3;64;6;1;0;47;22;2;4;2;2;34;23;INGENIERIA MECANICA
2500;CORPORACION TECNOLOGICA INDUSTRIAL COLOMBIANA - TEINCO;Institución Tecnológica;Privado;52574;52574;INGENIERIA DE SISTEMAS;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitario;Presencial;149;9;Bogotá D.C.;Bogotá, D.C.;52574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;2;9;1;13;5;15;2;17;2;9;3;11;3;21;4;21;0;0;0;6;1;0;0;30;6;0;0;3;0;15;0;4;2;20;16;25;22;4;3;21;26;2;4;20;19;7;5;43;26;9;10;26;28;3;3;25;21;12;4;12;3;36;28;INGENIERIA SISTEMAS
2501;CORPORACION TECNOLOGICA INDUSTRIAL COLOMBIANA - TEINCO;Institución Tecnológica;Privado;102690;102690;INGENIERIA MECATRONICA;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería mecánica y afines;Pregrado;Universitario;Presencial;157;9;Bogotá D.C.;Bogotá, D.C.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA MECATRONICA
2502;CORPORACION POLITECNICO DE LA COSTA ATLANTICA;Institución Tecnológica;Privado;53534;53534;INGENIERIA DE SISTEMAS;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitario;Presencial;156;10;Atlántico;Barranquilla;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA SISTEMAS
2503;CORPORACION POLITECNICO DE LA COSTA ATLANTICA;Institución Tecnológica;Privado;53065;53065;INGENIERIA ELECTRONICA;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería electrónica, telecomunicaciones y afines;Pregrado;Universitario;Presencial;157;10;Atlántico;Barranquilla;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA ELECTRONICA
2504;CORPORACION POLITECNICO DE LA COSTA ATLANTICA;Institución Tecnológica;Privado;54088;54088;INGENIERIA INDUSTRIAL;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería industrial y afines;Pregrado;Universitario;Presencial;158;10;Atlántico;Barranquilla;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA INDUSTRIAL
2505;CORPORACION INTERNACIONAL PARA EL DESARROLLO EDUCATIVO -CIDE-;Institución Tecnológica;Privado;110399;110399;INGENIERIA DE SISTEMAS;Activo;Registro calificado;Tecnologías de la Información y la Comunicación (TIC);Tecnologías de la Información y la Comunicación (TIC);Diseño y administración de redes y bases de datos;Sin clasificar;Sin clasificar;Pregrado;Universitario;Presencial;170;10;Bogotá D.C.;Bogotá, D.C.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA SISTEMAS
2506;CORPORACION INTERNACIONAL PARA EL DESARROLLO EDUCATIVO -CIDE-;Institución Tecnológica;Privado;108667;108667;INGENIERIA ELECTRICA;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electricidad y energía;Ingeniería, arquitectura, urbanismo y afines;Ingeniería eléctrica y afines;Pregrado;Universitario;Presencial;162;9;Bogotá D.C.;Bogotá, D.C.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA ELECTRICA
2507;CORPORACION INTERNACIONAL PARA EL DESARROLLO EDUCATIVO -CIDE-;Institución Tecnológica;Privado;109220;109220;INGENIERIA INDUSTRIAL;Activo;Registro calificado;Ingeniería, Industria y Construcción;Industria y procesamiento;Producción textiles (ropa, calzado y artículos de cuero);Sin clasificar;Sin clasificar;Pregrado;Universitario;Virtual;170;10;Bogotá D.C.;Bogotá, D.C.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA INDUSTRIAL
2508;CORPORACION INTERNACIONAL PARA EL DESARROLLO EDUCATIVO -CIDE-;Institución Tecnológica;Privado;108795;108795;INGENIERIA INDUSTRIAL;Activo;Registro calificado;Ingeniería, Industria y Construcción;Industria y procesamiento;Producción textiles (ropa, calzado y artículos de cuero);Ingeniería, arquitectura, urbanismo y afines;Ingeniería industrial y afines;Pregrado;Universitario;Presencial;170;10;Bogotá D.C.;Bogotá, D.C.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA INDUSTRIAL
2509;CORPORACION INTERNACIONAL PARA EL DESARROLLO EDUCATIVO -CIDE-;Institución Tecnológica;Privado;108787;108787;INGENIERIA MECATRONICA;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería electrónica, telecomunicaciones y afines;Pregrado;Universitario;Presencial;162;9;Bogotá D.C.;Bogotá, D.C.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA MECATRONICA
2510;CORPORACION UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA;Institución Universitaria/Escuela Tecnológica;Privado;110440;110440;INGENIERIA AGROAMBIENTAL;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Tecnología de protección del medio ambiente;Sin clasificar;Sin clasificar;Pregrado;Universitario;Presencial;174;10;Cauca;Popayán;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA AGROAMBIENTAL
2511;CORPORACION UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA;Institución Universitaria/Escuela Tecnológica;Privado;54742;54742;INGENIERIA DE SISTEMAS;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitario;Presencial;173;10;Cauca;Popayán;54742;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;17;9;2;1;0;11;4;0;0;44;23;10;6;26;9;46;23;13,5;5;22,5;56;12;8;35,5;21;21;26;11;8,5;31;32,5;7,5;5,5;25;16;10,5;6;32;21,5;11,5;3,5;37,5;16;11,5;5;37;46;14,5;12;10,5;11;48,5;36;INGENIERIA SISTEMAS
2512;CORPORACION UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA;Institución Universitaria/Escuela Tecnológica;Privado;54742;54742;INGENIERIA DE SISTEMAS;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitario;Presencial;173;10;Cauca;Popayán;54742;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;7;20;8;29;21;14;13;13;6;11;0;15;8;2;1;13,5;5;22,5;56;12;8;35,5;21;21;26;11;8,5;31;32,5;7,5;5,5;25;16;10,5;6;32;21,5;11,5;3,5;37,5;16;11,5;5;37;46;14,5;12;10,5;11;48,5;36;INGENIERIA SISTEMAS
2513;CORPORACION UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA;Institución Universitaria/Escuela Tecnológica;Privado;102076;102076;INGENIERIA INDUSTRIAL;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería industrial y afines;Pregrado;Universitario;Presencial;174;10;Cauca;Popayán;102076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;9;9;9;25,5;21;16;7,5;37,5;19;20,5;19;11;7;28,5;21;22,5;14,5;17,5;14;12,5;6;17;6,5;13;5;17;5;17;4;14,5;9;10,5;8,5;9;6,5;9,5;11;INGENIERIA INDUSTRIAL
2514;CORPORACION UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA;Institución Universitaria/Escuela Tecnológica;Privado;102076;102076;INGENIERIA INDUSTRIAL;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería industrial y afines;Pregrado;Universitario;Presencial;174;10;Cauca;Popayán;102076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;14;17;15;9;9;25,5;21;16;7,5;37,5;19;20,5;19;11;7;28,5;21;22,5;14,5;17,5;14;12,5;6;17;6,5;13;5;17;5;17;4;14,5;9;10,5;8,5;9;6,5;9,5;11;INGENIERIA INDUSTRIAL
2515;CORPORACION UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA;Institución Universitaria/Escuela Tecnológica;Privado;101777;101777;INGENIERIA MECATRONICA;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Otras ingenierías;Pregrado;Universitario;Presencial;174;10;Cauca;Popayán;101777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;3;35;2;31;0;6;2;19;15;3;3;24;32;19,5;19;3;2;27;19;6;2;36;20;6;1;41;16;3;1;43;8;7;2;28;11;7;2;3;0;20;19;INGENIERIA MECATRONICA
2516;CORPORACION UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA;Institución Universitaria/Escuela Tecnológica;Privado;101777;101777;INGENIERIA MECATRONICA;Activo;Registro calificado;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Otras ingenierías;Pregrado;Universitario;Presencial;174;10;Cauca;Popayán;101777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;1;3;0;6;2;19;15;3;3;24;32;19,5;19;3;2;27;19;6;2;36;20;6;1;41;16;3;1;43;8;7;2;28;11;7;2;3;0;20;19;INGENIERIA MECATRONICA
2517;INSTITUTO DE EDUCACION TECNICA PROFESIONAL DE ROLDANILLO;Institución Técnica Profesional;Oficial;111554;111554;INGENIERIA INFORMATICA;Activo;Registro calificado;Tecnologías de la Información y la Comunicación (TIC);Tecnologías de la Información y la Comunicación (TIC);Desarrollo y análisis de software y aplicaciones;Sin clasificar;Sin clasificar;Pregrado;Universitario;Presencial;156;10;Valle del Cauca;Roldanillo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGENIERIA INFORMATICA
2518;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;Institución Universitaria/Escuela Tecnológica;Oficial;52554;52554;INGENIERIA DE PROCESOS INDUSTRIALES;Activo;Acreditación de alta calidad;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería mecánica y afines;Pregrado;Universitario;Presencial;175;11;Bogotá D.C.;Bogotá, D.C.;52554;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;12;7;2;13;8;21;9;0;0;51;33;9;3;29;11;7;5;64;29;1;1;0;18;0;33;0;1;0;3;36;38;21;12;18;12;8;3;12;23;8;11;26;11;9;9;20;14;6;11;18;17;4;11;8;13;15;21;INGENIERIA PROCESOS INDUSTRIALES
